Date,AAPL,AMZN,GOOGL,MSFT,TSLA
,0.34059221067522616,0.046133822515156186,0.1149213805702356,0.12270223760344834,0.4466771233336545
,0.34904462306864126,0.03607350446656188,0.12763688693402075,0.1622806965347019,0.49722103890676006
,0.33477234622063623,0.025869545909589675,0.09206591894190908,0.12502469432589836,0.48496508005265004
,0.34280937272055656,0.022563840530526846,0.052470975501365924,0.12560515974551167,0.46567859644361687
,0.36068477692502654,0.03607350446656188,0.04168719401327792,0.08302738154459144,0.45974063609675364
,0.3356037554284348,0.004598908551435077,0.0,0.031062486760271124,0.4443019391949091
,0.3908923615102369,0.03391780034846548,0.027684281407455824,0.06377027017377657,0.4592180926868349
,0.3756499301917975,0.0,0.012071680140238517,0.027772190975800637,0.46230580307325686
,0.40267062320844893,0.03391780034846548,0.12329087527128735,0.04857790435024745,0.47783952763641413
,0.42262444419561396,0.04167855447209945,0.09206591894190908,0.08031784870173286,0.4835399550724294
,0.3875665122054395,0.019689495273569335,0.0647034275436984,0.05196459726232172,0.4640634886256384
,0.40876776571470685,0.04254083611933801,0.052310203599271965,0.08176945853376383,0.45109493103898435
,0.4538023957248609,0.06208669088452945,0.05311504792996935,0.08167216884016382,0.4619257649128735
,0.45588060003395325,0.04167855447209945,0.04297484646037164,0.0,0.5177901422464785
,0.4483981296373689,0.07832705956914454,0.053597856046365244,0.04644913444900123,0.529428530029357
,0.42511867181900964,0.1372521241799607,0.10510321531493938,0.06502819318460418,0.5226830157735044
,0.43966822671868266,0.13322777766203675,0.11878409170645954,0.07093102964033138,0.5470999058204117
,0.410430584130304,0.10922665485378813,0.14598531879246268,0.045384303215379784,0.49921618488512187
,0.4083517424004035,0.13394641880089786,0.17946403621184004,0.07364056248318995,0.5341788983068477
,0.3933865891336321,0.12791022797174145,0.19668632614045256,0.08370483913580573,0.5248681445896243
,0.38576537347441286,0.12776658746336356,0.19716913425684846,0.08447869385462337,0.5442021057868801
,0.387150913838342,0.12676044600926106,0.1786591918811422,0.07876954422009952,0.5671464657502115
,0.39310973602917,0.12733544663974428,0.1764059232012567,0.09047822495995339,0.5279083773878236
,0.3785597561822911,0.10663980991207245,0.16771439228590346,0.097832671247712,0.5055816609805911
,0.2830864425480937,0.07775205893866133,0.14324924199618128,0.047803752109430775,0.5052966504815205
,0.26382549797969457,0.05676914119423371,0.1553209221364198,0.045190616394175986,0.45793547295614967
,0.231400963822757,0.0007186411388611091,0.11459959056099045,0.019450500670019633,0.45546526115609154
,0.22128488311933348,0.010347818363836137,0.10397633476994006,0.01761181471758011,0.4533751600012844
,0.28197796776222983,0.06582353708721156,0.15403326968932607,0.08476907532542954,0.46743620951113096
,0.27615810330764035,0.09844769566633316,0.18799479522509932,0.0954135198756596,0.44135673405802256
,0.29070765820731337,0.1323654960147982,0.20940158629918093,0.1629581541259162,0.43651133811921927
,0.28239377860293047,0.15320477325084791,0.20618270138650407,0.18095674744190582,0.40458885749569273
,0.2869664230090212,0.14515651881197256,0.21535679421319642,0.21811605500110653,0.36501828104601175
,0.25523434032364367,0.12417360106754494,0.2127817355240662,0.2355341828974833,0.36986367698481504
,0.24207032578789978,0.10333432383149566,0.19636453613120786,0.22779295801131516,0.34915206839556123
,0.32451837014898866,0.1290600099342214,0.22871612680052866,0.2703707362122354,0.3317182255153547
,0.3651186760684819,0.15550433717580825,0.27539291249502984,0.3168198706612366,0.33319082808379796
,0.39740488990998957,0.1474560827369329,0.26911566836671286,0.29591746263718743,0.3170870825224995
,0.41528029411446,0.1652773742076472,0.2860159220810239,0.31904533521208567,0.3187021903404781
,0.4058575147770078,0.17749339637433836,0.31273434105063114,0.3544626514684497,0.31247921949454416
,0.4012848703709171,0.1901407786631344,0.36375664599775215,0.3768160742805322,0.1927699533987538
,0.3770354705557266,0.20983027393670373,0.3689075019911834,0.3677196366899369,0.19571515853564037
,0.3674741584292418,0.2405862287129703,0.39015327495811425,0.42374868197754534,0.23219795211403205
,0.3163428108600357,0.2081057106422266,0.3571578580652468,0.41281415347850814,0.235333212573544
,0.2659041272359923,0.1534922735660893,0.17431367262852238,0.30627212076060895,0.2149066144833608
,0.2999919047557329,0.2121298378616645,0.19137494444998415,0.36626832437990453,0.2223647274717575
,0.28599648101219,0.3922102984762046,0.2110112749605766,0.43826359020986017,0.2178518921051149
