Learning Rate,L2 Penalty,Optimizer,Momentum,Mini_batch,Model,Accuracy
1.2252798573828638e-07,0.38235294117647056,SGD,Momentum: False,Mini-Batch: True,Logistic_regression,0.9342105263157895
1.2252798573828638e-07,0.4294117647058824,SGD,Momentum: False,Mini-Batch: True,Logistic_regression,0.9473684210526315
1.2252798573828638e-07,0.4764705882352941,SGD,Momentum: False,Mini-Batch: True,Logistic_regression,0.9429824561403509
1.2252798573828638e-07,0.5235294117647059,SGD,Momentum: False,Mini-Batch: True,Logistic_regression,0.9429824561403509
1.2252798573828638e-07,0.5705882352941176,SGD,Momentum: False,Mini-Batch: True,Logistic_regression,0.9342105263157895
1.2252798573828638e-07,0.6176470588235293,SGD,Momentum: False,Mini-Batch: True,Logistic_regression,0.9473684210526315
1.2252798573828638e-07,0.6647058823529411,SGD,Momentum: False,Mini-Batch: True,Logistic_regression,0.9122807017543859
1.2252798573828638e-07,0.711764705882353,SGD,Momentum: False,Mini-Batch: True,Logistic_regression,0.956140350877193
1.2252798573828638e-07,0.7588235294117647,SGD,Momentum: False,Mini-Batch: True,Logistic_regression,0.9473684210526315
1.2252798573828638e-07,0.8058823529411764,SGD,Momentum: False,Mini-Batch: True,Logistic_regression,0.9342105263157895
1.2252798573828638e-07,0.8529411764705882,SGD,Momentum: False,Mini-Batch: True,Logistic_regression,0.9429824561403509
1.2252798573828638e-07,0.9,SGD,Momentum: False,Mini-Batch: True,Logistic_regression,0.8947368421052632
8.733261623828437e-08,0.1,SGD,Momentum: False,Mini-Batch: True,Logistic_regression,0.8114035087719298
8.733261623828437e-08,0.14705882352941177,SGD,Momentum: False,Mini-Batch: True,Logistic_regression,0.9385964912280702
8.733261623828437e-08,0.19411764705882353,SGD,Momentum: False,Mini-Batch: True,Logistic_regression,0.881578947368421
8.733261623828437e-08,0.2411764705882353,SGD,Momentum: False,Mini-Batch: True,Logistic_regression,0.8464912280701754
8.733261623828437e-08,0.28823529411764703,SGD,Momentum: False,Mini-Batch: True,Logistic_regression,0.9342105263157895
8.733261623828437e-08,0.33529411764705885,SGD,Momentum: False,Mini-Batch: True,Logistic_regression,0.9385964912280702
8.733261623828437e-08,0.38235294117647056,SGD,Momentum: False,Mini-Batch: True,Logistic_regression,0.8771929824561403
8.733261623828437e-08,0.4294117647058824,SGD,Momentum: False,Mini-Batch: True,Logistic_regression,0.9122807017543859
8.733261623828437e-08,0.4764705882352941,SGD,Momentum: False,Mini-Batch: True,Logistic_regression,0.9342105263157895
8.733261623828437e-08,0.5235294117647059,SGD,Momentum: False,Mini-Batch: True,Logistic_regression,0.9122807017543859
8.733261623828437e-08,0.5705882352941176,SGD,Momentum: False,Mini-Batch: True,Logistic_regression,0.8333333333333334
8.733261623828437e-08,0.6176470588235293,SGD,Momentum: False,Mini-Batch: True,Logistic_regression,0.8991228070175439
8.733261623828437e-08,0.6647058823529411,SGD,Momentum: False,Mini-Batch: True,Logistic_regression,0.9473684210526315
8.733261623828437e-08,0.711764705882353,SGD,Momentum: False,Mini-Batch: True,Logistic_regression,0.9429824561403509
8.733261623828437e-08,0.7588235294117647,SGD,Momentum: False,Mini-Batch: True,Logistic_regression,0.8991228070175439
8.733261623828437e-08,0.8058823529411764,SGD,Momentum: False,Mini-Batch: True,Logistic_regression,0.9429824561403509
8.733261623828437e-08,0.8529411764705882,SGD,Momentum: False,Mini-Batch: True,Logistic_regression,0.9473684210526315
8.733261623828437e-08,0.9,SGD,Momentum: False,Mini-Batch: True,Logistic_regression,0.9429824561403509
6.22468884399544e-08,0.1,SGD,Momentum: False,Mini-Batch: True,Logistic_regression,0.868421052631579
6.22468884399544e-08,0.14705882352941177,SGD,Momentum: False,Mini-Batch: True,Logistic_regression,0.4824561403508772
6.22468884399544e-08,0.19411764705882353,SGD,Momentum: False,Mini-Batch: True,Logistic_regression,0.8245614035087719
6.22468884399544e-08,0.2411764705882353,SGD,Momentum: False,Mini-Batch: True,Logistic_regression,0.793859649122807
6.22468884399544e-08,0.28823529411764703,SGD,Momentum: False,Mini-Batch: True,Logistic_regression,0.9166666666666666
6.22468884399544e-08,0.33529411764705885,SGD,Momentum: False,Mini-Batch: True,Logistic_regression,0.7280701754385965
6.22468884399544e-08,0.38235294117647056,SGD,Momentum: False,Mini-Batch: True,Logistic_regression,0.793859649122807
6.22468884399544e-08,0.4294117647058824,SGD,Momentum: False,Mini-Batch: True,Logistic_regression,0.8640350877192983
6.22468884399544e-08,0.4764705882352941,SGD,Momentum: False,Mini-Batch: True,Logistic_regression,0.7456140350877193
6.22468884399544e-08,0.5235294117647059,SGD,Momentum: False,Mini-Batch: True,Logistic_regression,0.9298245614035088
6.22468884399544e-08,0.5705882352941176,SGD,Momentum: False,Mini-Batch: True,Logistic_regression,0.6929824561403509
6.22468884399544e-08,0.6176470588235293,SGD,Momentum: False,Mini-Batch: True,Logistic_regression,0.8728070175438597
6.22468884399544e-08,0.6647058823529411,SGD,Momentum: False,Mini-Batch: True,Logistic_regression,0.8026315789473685
6.22468884399544e-08,0.711764705882353,SGD,Momentum: False,Mini-Batch: True,Logistic_regression,0.6359649122807017
6.22468884399544e-08,0.7588235294117647,SGD,Momentum: False,Mini-Batch: True,Logistic_regression,0.7412280701754386
6.22468884399544e-08,0.8058823529411764,SGD,Momentum: False,Mini-Batch: True,Logistic_regression,0.9254385964912281
6.22468884399544e-08,0.8529411764705882,SGD,Momentum: False,Mini-Batch: True,Logistic_regression,0.6447368421052632
6.22468884399544e-08,0.9,SGD,Momentum: False,Mini-Batch: True,Logistic_regression,0.8377192982456141
4.4366873309786067e-08,0.1,SGD,Momentum: False,Mini-Batch: True,Logistic_regression,0.7982456140350878
4.4366873309786067e-08,0.14705882352941177,SGD,Momentum: False,Mini-Batch: True,Logistic_regression,0.75
4.4366873309786067e-08,0.19411764705882353,SGD,Momentum: False,Mini-Batch: True,Logistic_regression,0.3508771929824561
4.4366873309786067e-08,0.2411764705882353,SGD,Momentum: False,Mini-Batch: True,Logistic_regression,0.4692982456140351
4.4366873309786067e-08,0.28823529411764703,SGD,Momentum: False,Mini-Batch: True,Logistic_regression,0.7894736842105263
4.4366873309786067e-08,0.33529411764705885,SGD,Momentum: False,Mini-Batch: True,Logistic_regression,0.6798245614035088
4.4366873309786067e-08,0.38235294117647056,SGD,Momentum: False,Mini-Batch: True,Logistic_regression,0.7368421052631579
4.4366873309786067e-08,0.4294117647058824,SGD,Momentum: False,Mini-Batch: True,Logistic_regression,0.7982456140350878
4.4366873309786067e-08,0.4764705882352941,SGD,Momentum: False,Mini-Batch: True,Logistic_regression,0.881578947368421
4.4366873309786067e-08,0.5235294117647059,SGD,Momentum: False,Mini-Batch: True,Logistic_regression,0.35964912280701755
4.4366873309786067e-08,0.5705882352941176,SGD,Momentum: False,Mini-Batch: True,Logistic_regression,0.7763157894736842
4.4366873309786067e-08,0.6176470588235293,SGD,Momentum: False,Mini-Batch: True,Logistic_regression,0.5570175438596491
4.4366873309786067e-08,0.6647058823529411,SGD,Momentum: False,Mini-Batch: True,Logistic_regression,0.7368421052631579
4.4366873309786067e-08,0.711764705882353,SGD,Momentum: False,Mini-Batch: True,Logistic_regression,0.6140350877192983
4.4366873309786067e-08,0.7588235294117647,SGD,Momentum: False,Mini-Batch: True,Logistic_regression,0.8640350877192983
4.4366873309786067e-08,0.8058823529411764,SGD,Momentum: False,Mini-Batch: True,Logistic_regression,0.37280701754385964
4.4366873309786067e-08,0.8529411764705882,SGD,Momentum: False,Mini-Batch: True,Logistic_regression,0.3508771929824561
4.4366873309786067e-08,0.9,SGD,Momentum: False,Mini-Batch: True,Logistic_regression,0.8201754385964912
3.162277660168379e-08,0.1,SGD,Momentum: False,Mini-Batch: True,Logistic_regression,0.3508771929824561
3.162277660168379e-08,0.14705882352941177,SGD,Momentum: False,Mini-Batch: True,Logistic_regression,0.3508771929824561
3.162277660168379e-08,0.19411764705882353,SGD,Momentum: False,Mini-Batch: True,Logistic_regression,0.47368421052631576
3.162277660168379e-08,0.2411764705882353,SGD,Momentum: False,Mini-Batch: True,Logistic_regression,0.7763157894736842
3.162277660168379e-08,0.28823529411764703,SGD,Momentum: False,Mini-Batch: True,Logistic_regression,0.38596491228070173
3.162277660168379e-08,0.33529411764705885,SGD,Momentum: False,Mini-Batch: True,Logistic_regression,0.6271929824561403
3.162277660168379e-08,0.38235294117647056,SGD,Momentum: False,Mini-Batch: True,Logistic_regression,0.6798245614035088
3.162277660168379e-08,0.4294117647058824,SGD,Momentum: False,Mini-Batch: True,Logistic_regression,0.9254385964912281
3.162277660168379e-08,0.4764705882352941,SGD,Momentum: False,Mini-Batch: True,Logistic_regression,0.41228070175438597
3.162277660168379e-08,0.5235294117647059,SGD,Momentum: False,Mini-Batch: True,Logistic_regression,0.631578947368421
3.162277660168379e-08,0.5705882352941176,SGD,Momentum: False,Mini-Batch: True,Logistic_regression,0.35964912280701755
3.162277660168379e-08,0.6176470588235293,SGD,Momentum: False,Mini-Batch: True,Logistic_regression,0.75
3.162277660168379e-08,0.6647058823529411,SGD,Momentum: False,Mini-Batch: True,Logistic_regression,0.49122807017543857
3.162277660168379e-08,0.711764705882353,SGD,Momentum: False,Mini-Batch: True,Logistic_regression,0.3815789473684211
3.162277660168379e-08,0.7588235294117647,SGD,Momentum: False,Mini-Batch: True,Logistic_regression,0.37719298245614036
3.162277660168379e-08,0.8058823529411764,SGD,Momentum: False,Mini-Batch: True,Logistic_regression,0.4517543859649123
3.162277660168379e-08,0.8529411764705882,SGD,Momentum: False,Mini-Batch: True,Logistic_regression,0.3508771929824561
3.162277660168379e-08,0.9,SGD,Momentum: False,Mini-Batch: True,Logistic_regression,0.4692982456140351
