Learning Rate,L2 Penalty,Optimizer,Model,Activation_function,epochs,Loss,Epoch
0.01,0.8,SGD,Neural_Network,sigmoid,,1.2416120767593384,64.0
0.01,0.8,SGD,Neural_Network,sigmoid,,1.2416528463363647,65.0
0.01,0.8,SGD,Neural_Network,sigmoid,,1.2415472269058228,66.0
0.01,0.8,SGD,Neural_Network,sigmoid,,1.241515040397644,67.0
0.01,0.8,SGD,Neural_Network,sigmoid,,1.2414964437484741,68.0
0.01,0.8,SGD,Neural_Network,sigmoid,,1.241477131843567,69.0
0.01,0.8,SGD,Neural_Network,sigmoid,,1.241459846496582,70.0
0.01,0.8,SGD,Neural_Network,sigmoid,,1.2414857149124146,71.0
0.01,0.8,SGD,Neural_Network,sigmoid,,1.2414902448654175,72.0
0.01,0.8,SGD,Neural_Network,sigmoid,,1.241396427154541,73.0
0.01,0.8,SGD,Neural_Network,sigmoid,,1.2414201498031616,74.0
0.01,0.8,SGD,Neural_Network,sigmoid,,1.2414456605911255,75.0
0.01,0.8,SGD,Neural_Network,sigmoid,,1.2413740158081055,76.0
0.01,0.8,SGD,Neural_Network,sigmoid,,1.2413688898086548,77.0
0.01,0.8,SGD,Neural_Network,sigmoid,,1.2413945198059082,78.0
0.01,0.8,SGD,Neural_Network,sigmoid,,1.2413386106491089,79.0
0.01,0.8,SGD,Neural_Network,sigmoid,,1.241316795349121,80.0
0.01,0.8,SGD,Neural_Network,sigmoid,,1.2413074970245361,81.0
0.01,0.8,SGD,Neural_Network,sigmoid,,1.2413541078567505,82.0
0.01,0.8,SGD,Neural_Network,sigmoid,,1.2413043975830078,83.0
0.01,0.8,SGD,Neural_Network,sigmoid,,1.241339087486267,84.0
0.01,0.8,SGD,Neural_Network,sigmoid,,1.2413979768753052,85.0
0.01,0.8,SGD,Neural_Network,sigmoid,,1.2412580251693726,86.0
0.01,0.8,SGD,Neural_Network,sigmoid,,1.24129056930542,87.0
0.01,0.8,SGD,Neural_Network,sigmoid,,1.2412396669387817,88.0
0.01,0.8,SGD,Neural_Network,sigmoid,,1.2412745952606201,89.0
0.01,0.8,SGD,Neural_Network,sigmoid,,1.2412705421447754,90.0
0.01,0.8,SGD,Neural_Network,sigmoid,,1.2412182092666626,91.0
0.01,0.8,SGD,Neural_Network,sigmoid,,1.2412971258163452,92.0
0.01,0.8,SGD,Neural_Network,sigmoid,,1.2413721084594727,93.0
0.01,0.8,SGD,Neural_Network,sigmoid,,1.2412707805633545,94.0
0.01,0.8,SGD,Neural_Network,sigmoid,,1.241239309310913,95.0
0.01,0.8,SGD,Neural_Network,sigmoid,,1.2412313222885132,96.0
0.01,0.8,SGD,Neural_Network,sigmoid,,1.2412084341049194,97.0
0.01,0.8,SGD,Neural_Network,sigmoid,,1.2412035465240479,98.0
0.01,0.8,SGD,Neural_Network,sigmoid,,1.241175651550293,99.0
